"loc","year","month","deaths","deaths_lower","deaths_upper"
"North Dakota",2020,9,"16","<10","26"
"Texas",2014,1,"225","NA","NA"
"Texas",2014,2,"243","NA","NA"
"Texas",2014,3,"207","NA","NA"
"Texas",2014,4,"222","NA","NA"
"Texas",2014,5,"222","NA","NA"
"Texas",2014,6,"221","NA","NA"
"Texas",2014,7,"206","NA","NA"
"Texas",2014,8,"212","NA","NA"
"Texas",2014,9,"200","NA","NA"
"Texas",2014,10,"218","NA","NA"
"Texas",2014,11,"218","NA","NA"
"Texas",2014,12,"207","NA","NA"
"Texas",2015,1,"206","NA","NA"
"Texas",2015,2,"177","NA","NA"
"Texas",2015,3,"241","NA","NA"
"Texas",2015,4,"208","NA","NA"
"Texas",2015,5,"224","NA","NA"
"Texas",2015,6,"204","NA","NA"
"Texas",2015,7,"258","NA","NA"
"Texas",2015,8,"246","NA","NA"
"Texas",2015,9,"227","NA","NA"
"Texas",2015,10,"227","NA","NA"
"Texas",2015,11,"184","NA","NA"
"Texas",2015,12,"186","NA","NA"
"Texas",2016,1,"222","NA","NA"
"Texas",2016,2,"237","NA","NA"
"Texas",2016,3,"236","NA","NA"
"Texas",2016,4,"247","NA","NA"
"Texas",2016,5,"241","NA","NA"
"Texas",2016,6,"223","NA","NA"
"Texas",2016,7,"260","NA","NA"
"Texas",2016,8,"258","NA","NA"
"Texas",2016,9,"238","NA","NA"
"Texas",2016,10,"215","NA","NA"
"Texas",2016,11,"221","NA","NA"
"Texas",2016,12,"233","NA","NA"
"Texas",2017,1,"225","NA","NA"
"Texas",2017,2,"241","NA","NA"
"Texas",2017,3,"244","NA","NA"
"Texas",2017,4,"236","NA","NA"
"Texas",2017,5,"276","NA","NA"
"Texas",2017,6,"244","NA","NA"
"Texas",2017,7,"301","NA","NA"
"Texas",2017,8,"224","NA","NA"
"Texas",2017,9,"255","NA","NA"
"Texas",2017,10,"229","NA","NA"
"Texas",2017,11,"260","NA","NA"
"Texas",2017,12,"254","NA","NA"
"Texas",2018,1,"245","NA","NA"
"Texas",2018,2,"255","NA","NA"
"Texas",2018,3,"232","NA","NA"
"Texas",2018,4,"244","NA","NA"
"Texas",2018,5,"243","NA","NA"
"Texas",2018,6,"279","NA","NA"
"Texas",2018,7,"283","NA","NA"
"Texas",2018,8,"284","NA","NA"
"Texas",2018,9,"260","NA","NA"
"Texas",2018,10,"229","NA","NA"
"Texas",2018,11,"237","NA","NA"
"Texas",2018,12,"214","NA","NA"
"Texas",2019,1,"233","NA","NA"
"Texas",2019,2,"203","NA","NA"
"Texas",2019,3,"271","NA","NA"
"Texas",2019,4,"255","NA","NA"
"Texas",2019,5,"265","NA","NA"
"Texas",2019,6,"246","NA","NA"
"Texas",2019,7,"282","NA","NA"
"Texas",2019,8,"299","NA","NA"
"Texas",2019,9,"240","NA","NA"
"Texas",2019,10,"267","NA","NA"
"Texas",2019,11,"283","NA","NA"
"Texas",2019,12,"292","NA","NA"
"Texas",2020,1,"289","281","297"
"Texas",2020,2,"285","277","293"
"Texas",2020,3,"314","305","323"
"Texas",2020,4,"351","341","361"
"Texas",2020,5,"372","361","383"
"Texas",2020,6,"360","349","371"
"Texas",2020,7,"415","403","427"
"Texas",2020,8,"452","439","465"
"Texas",2020,9,"352","342","362"
"Montana",2014,1,"14","NA","NA"
"Montana",2014,2,"<10","NA","NA"
"Montana",2014,3,"<10","NA","NA"
"Montana",2014,4,"11","NA","NA"
"Montana",2014,5,"<10","NA","NA"
"Montana",2014,6,"13","NA","NA"
"Montana",2014,7,"14","NA","NA"
"Montana",2014,8,"12","NA","NA"
"Montana",2014,9,"10","NA","NA"
"Montana",2014,10,"10","NA","NA"
"Montana",2014,11,"<10","NA","NA"
"Montana",2014,12,"<10","NA","NA"
"Montana",2015,1,"17","NA","NA"
"Montana",2015,2,"11","NA","NA"
"Montana",2015,3,"12","NA","NA"
"Montana",2015,4,"11","NA","NA"
"Montana",2015,5,"16","NA","NA"
"Montana",2015,6,"<10","NA","NA"
"Montana",2015,7,"10","NA","NA"
"Montana",2015,8,"<10","NA","NA"
"Montana",2015,9,"13","NA","NA"
"Montana",2015,10,"10","NA","NA"
"Montana",2015,11,"<10","NA","NA"
"Montana",2015,12,"15","NA","NA"
"Montana",2016,1,"11","NA","NA"
"Montana",2016,2,"<10","NA","NA"
"Montana",2016,3,"17","NA","NA"
"Montana",2016,4,"11","NA","NA"
"Montana",2016,5,"11","NA","NA"
"Montana",2016,6,"<10","NA","NA"
"Montana",2016,7,"15","NA","NA"
"Montana",2016,8,"<10","NA","NA"
"Montana",2016,9,"<10","NA","NA"
"Montana",2016,10,"<10","NA","NA"
"Montana",2016,11,"11","NA","NA"
"Montana",2016,12,"<10","NA","NA"
"Montana",2017,1,"16","NA","NA"
"Montana",2017,2,"14","NA","NA"
"Montana",2017,3,"14","NA","NA"
"Montana",2017,4,"<10","NA","NA"
"Montana",2017,5,"12","NA","NA"
"Montana",2017,6,"<10","NA","NA"
"Montana",2017,7,"11","NA","NA"
"Montana",2017,8,"<10","NA","NA"
"Montana",2017,9,"<10","NA","NA"
"Montana",2017,10,"10","NA","NA"
"Montana",2017,11,"<10","NA","NA"
"Montana",2017,12,"<10","NA","NA"
"Montana",2018,1,"12","NA","NA"
"Montana",2018,2,"12","NA","NA"
"Montana",2018,3,"<10","NA","NA"
"Montana",2018,4,"<10","NA","NA"
"Montana",2018,5,"12","NA","NA"
"Montana",2018,6,"15","NA","NA"
"Montana",2018,7,"10","NA","NA"
"Montana",2018,8,"<10","NA","NA"
"Montana",2018,9,"12","NA","NA"
"Montana",2018,10,"11","NA","NA"
"Montana",2018,11,"<10","NA","NA"
"Montana",2018,12,"10","NA","NA"
"Montana",2019,1,"15","NA","NA"
"Montana",2019,2,"10","NA","NA"
"Montana",2019,3,"<10","NA","NA"
"Montana",2019,4,"13","NA","NA"
"Montana",2019,5,"11","NA","NA"
"Montana",2019,6,"12","NA","NA"
"Montana",2019,7,"21","NA","NA"
"Montana",2019,8,"14","NA","NA"
"Montana",2019,9,"<10","NA","NA"
"Montana",2019,10,"<10","NA","NA"
"Montana",2019,11,"12","NA","NA"
"Montana",2019,12,"10","NA","NA"
"Montana",2020,1,"15","<10","21"
"Montana",2020,2,"<10","<10","11"
"Montana",2020,3,"11","<10","15"
"Montana",2020,4,"23","14","32"
"Montana",2020,5,"14","<10","20"
"Montana",2020,6,"<10","<10","13"
"Montana",2020,7,"14","<10","20"
"Montana",2020,8,"16","10","22"
"Montana",2020,9,"12","<10","18"
"Utah",2014,1,"39","NA","NA"
"Utah",2014,2,"50","NA","NA"
"Utah",2014,3,"49","NA","NA"
"Utah",2014,4,"51","NA","NA"
"Utah",2014,5,"60","NA","NA"
"Utah",2014,6,"51","NA","NA"
"Utah",2014,7,"53","NA","NA"
"Utah",2014,8,"49","NA","NA"
"Utah",2014,9,"52","NA","NA"
"Utah",2014,10,"34","NA","NA"
"Utah",2014,11,"53","NA","NA"
"Utah",2014,12,"62","NA","NA"
"Utah",2015,1,"47","NA","NA"
"Utah",2015,2,"40","NA","NA"
"Utah",2015,3,"51","NA","NA"
"Utah",2015,4,"55","NA","NA"
"Utah",2015,5,"44","NA","NA"
"Utah",2015,6,"57","NA","NA"
"Utah",2015,7,"47","NA","NA"
"Utah",2015,8,"63","NA","NA"
"Utah",2015,9,"65","NA","NA"
"Utah",2015,10,"65","NA","NA"
"Utah",2015,11,"54","NA","NA"
"Utah",2015,12,"58","NA","NA"
"Utah",2016,1,"65","NA","NA"
"Utah",2016,2,"57","NA","NA"
"Utah",2016,3,"69","NA","NA"
"Utah",2016,4,"55","NA","NA"
"Utah",2016,5,"53","NA","NA"
"Utah",2016,6,"54","NA","NA"
"Utah",2016,7,"47","NA","NA"
"Utah",2016,8,"58","NA","NA"
"Utah",2016,9,"43","NA","NA"
"Utah",2016,10,"53","NA","NA"
"Utah",2016,11,"40","NA","NA"
"Utah",2016,12,"41","NA","NA"
"Utah",2017,1,"59","NA","NA"
"Utah",2017,2,"55","NA","NA"
"Utah",2017,3,"51","NA","NA"
"Utah",2017,4,"55","NA","NA"
"Utah",2017,5,"51","NA","NA"
"Utah",2017,6,"54","NA","NA"
"Utah",2017,7,"56","NA","NA"
"Utah",2017,8,"56","NA","NA"
"Utah",2017,9,"50","NA","NA"
"Utah",2017,10,"52","NA","NA"
"Utah",2017,11,"53","NA","NA"
"Utah",2017,12,"58","NA","NA"
"Utah",2018,1,"51","NA","NA"
"Utah",2018,2,"57","NA","NA"
"Utah",2018,3,"54","NA","NA"
"Utah",2018,4,"57","NA","NA"
"Utah",2018,5,"64","NA","NA"
"Utah",2018,6,"58","NA","NA"
"Utah",2018,7,"57","NA","NA"
"Utah",2018,8,"60","NA","NA"
"Utah",2018,9,"40","NA","NA"
"Utah",2018,10,"39","NA","NA"
"Utah",2018,11,"42","NA","NA"
"Utah",2018,12,"45","NA","NA"
"Utah",2019,1,"54","NA","NA"
"Utah",2019,2,"46","NA","NA"
"Utah",2019,3,"44","NA","NA"
"Utah",2019,4,"49","NA","NA"
"Utah",2019,5,"35","NA","NA"
"Utah",2019,6,"50","NA","NA"
"Utah",2019,7,"52","NA","NA"
"Utah",2019,8,"40","NA","NA"
"Utah",2019,9,"46","NA","NA"
"Utah",2019,10,"50","NA","NA"
"Utah",2019,11,"59","NA","NA"
"Utah",2019,12,"46","NA","NA"
"Utah",2020,1,"45","38","52"
"Utah",2020,2,"41","35","47"
"Utah",2020,3,"36","31","41"
"Utah",2020,4,"61","52","70"
"Utah",2020,5,"45","38","52"
"Utah",2020,6,"52","44","60"
"Utah",2020,7,"80","68","92"
"Utah",2020,8,"63","53","73"
"Utah",2020,9,"45","38","52"
"Kansas",2014,1,"38","NA","NA"
"Kansas",2014,2,"28","NA","NA"
"Kansas",2014,3,"18","NA","NA"
"Kansas",2014,4,"26","NA","NA"
"Kansas",2014,5,"25","NA","NA"
"Kansas",2014,6,"30","NA","NA"
"Kansas",2014,7,"30","NA","NA"
"Kansas",2014,8,"26","NA","NA"
"Kansas",2014,9,"32","NA","NA"
"Kansas",2014,10,"25","NA","NA"
"Kansas",2014,11,"24","NA","NA"
"Kansas",2014,12,"30","NA","NA"
"Kansas",2015,1,"31","NA","NA"
"Kansas",2015,2,"26","NA","NA"
"Kansas",2015,3,"31","NA","NA"
"Kansas",2015,4,"34","NA","NA"
"Kansas",2015,5,"30","NA","NA"
"Kansas",2015,6,"22","NA","NA"
"Kansas",2015,7,"27","NA","NA"
"Kansas",2015,8,"34","NA","NA"
"Kansas",2015,9,"27","NA","NA"
"Kansas",2015,10,"24","NA","NA"
"Kansas",2015,11,"18","NA","NA"
"Kansas",2015,12,"25","NA","NA"
"Kansas",2016,1,"19","NA","NA"
"Kansas",2016,2,"25","NA","NA"
"Kansas",2016,3,"30","NA","NA"
"Kansas",2016,4,"33","NA","NA"
"Kansas",2016,5,"22","NA","NA"
"Kansas",2016,6,"36","NA","NA"
"Kansas",2016,7,"25","NA","NA"
"Kansas",2016,8,"31","NA","NA"
"Kansas",2016,9,"25","NA","NA"
"Kansas",2016,10,"23","NA","NA"
"Kansas",2016,11,"20","NA","NA"
"Kansas",2016,12,"24","NA","NA"
"Kansas",2017,1,"34","NA","NA"
"Kansas",2017,2,"24","NA","NA"
"Kansas",2017,3,"30","NA","NA"
"Kansas",2017,4,"26","NA","NA"
"Kansas",2017,5,"22","NA","NA"
"Kansas",2017,6,"20","NA","NA"
"Kansas",2017,7,"35","NA","NA"
"Kansas",2017,8,"22","NA","NA"
"Kansas",2017,9,"30","NA","NA"
"Kansas",2017,10,"37","NA","NA"
"Kansas",2017,11,"20","NA","NA"
"Kansas",2017,12,"33","NA","NA"
"Kansas",2018,1,"30","NA","NA"
"Kansas",2018,2,"24","NA","NA"
"Kansas",2018,3,"27","NA","NA"
"Kansas",2018,4,"28","NA","NA"
"Kansas",2018,5,"29","NA","NA"
"Kansas",2018,6,"37","NA","NA"
"Kansas",2018,7,"39","NA","NA"
"Kansas",2018,8,"31","NA","NA"
"Kansas",2018,9,"27","NA","NA"
"Kansas",2018,10,"28","NA","NA"
"Kansas",2018,11,"20","NA","NA"
"Kansas",2018,12,"25","NA","NA"
"Kansas",2019,1,"38","NA","NA"
"Kansas",2019,2,"39","NA","NA"
"Kansas",2019,3,"34","NA","NA"
"Kansas",2019,4,"38","NA","NA"
"Kansas",2019,5,"37","NA","NA"
"Kansas",2019,6,"41","NA","NA"
"Kansas",2019,7,"37","NA","NA"
"Kansas",2019,8,"30","NA","NA"
"Kansas",2019,9,"33","NA","NA"
"Kansas",2019,10,"18","NA","NA"
"Kansas",2019,11,"32","NA","NA"
"Kansas",2019,12,"26","NA","NA"
"Kansas",2020,1,"45","40","50"
"Kansas",2020,2,"34","30","38"
"Kansas",2020,3,"37","33","41"
"Kansas",2020,4,"34","30","38"
"Kansas",2020,5,"45","40","50"
"Kansas",2020,6,"46","41","51"
"Kansas",2020,7,"48","43","53"
"Kansas",2020,8,"50","45","55"
"Kansas",2020,9,"33","30","36"
"Wyoming",2014,1,"<10","NA","NA"
"Wyoming",2014,2,"<10","NA","NA"
"Wyoming",2014,3,"<10","NA","NA"
"Wyoming",2014,4,"<10","NA","NA"
"Wyoming",2014,5,"10","NA","NA"
"Wyoming",2014,6,"14","NA","NA"
"Wyoming",2014,7,"10","NA","NA"
"Wyoming",2014,8,"10","NA","NA"
"Wyoming",2014,9,"10","NA","NA"
"Wyoming",2014,10,"10","NA","NA"
"Wyoming",2014,11,"11","NA","NA"
"Wyoming",2014,12,"<10","NA","NA"
"Wyoming",2015,1,"<10","NA","NA"
"Wyoming",2015,2,"<10","NA","NA"
"Wyoming",2015,3,"<10","NA","NA"
"Wyoming",2015,4,"11","NA","NA"
"Wyoming",2015,5,"10","NA","NA"
"Wyoming",2015,6,"<10","NA","NA"
"Wyoming",2015,7,"11","NA","NA"
"Wyoming",2015,8,"<10","NA","NA"
"Wyoming",2015,9,"<10","NA","NA"
"Wyoming",2015,10,"<10","NA","NA"
"Wyoming",2015,11,"10","NA","NA"
"Wyoming",2015,12,"<10","NA","NA"
"Wyoming",2016,1,"11","NA","NA"
"Wyoming",2016,2,"<10","NA","NA"
"Wyoming",2016,3,"13","NA","NA"
"Wyoming",2016,4,"<10","NA","NA"
"Wyoming",2016,5,"12","NA","NA"
"Wyoming",2016,6,"10","NA","NA"
"Wyoming",2016,7,"<10","NA","NA"
"Wyoming",2016,8,"<10","NA","NA"
"Wyoming",2016,9,"<10","NA","NA"
"Wyoming",2016,10,"<10","NA","NA"
"Wyoming",2016,11,"<10","NA","NA"
"Wyoming",2016,12,"<10","NA","NA"
"Wyoming",2017,1,"<10","NA","NA"
"Wyoming",2017,2,"<10","NA","NA"
"Wyoming",2017,3,"<10","NA","NA"
"Wyoming",2017,4,"<10","NA","NA"
"Wyoming",2017,5,"<10","NA","NA"
"Wyoming",2017,6,"<10","NA","NA"
"Wyoming",2017,7,"<10","NA","NA"
"Wyoming",2017,8,"<10","NA","NA"
"Wyoming",2017,9,"<10","NA","NA"
"Wyoming",2017,10,"13","NA","NA"
"Wyoming",2017,11,"13","NA","NA"
"Wyoming",2017,12,"<10","NA","NA"
"Wyoming",2018,1,"<10","NA","NA"
"Wyoming",2018,2,"<10","NA","NA"
"Wyoming",2018,3,"<10","NA","NA"
"Wyoming",2018,4,"<10","NA","NA"
"Wyoming",2018,5,"<10","NA","NA"
"Wyoming",2018,6,"<10","NA","NA"
"Wyoming",2018,7,"<10","NA","NA"
"Wyoming",2018,8,"<10","NA","NA"
"Wyoming",2018,9,"<10","NA","NA"
"Wyoming",2018,10,"<10","NA","NA"
"Wyoming",2018,11,"<10","NA","NA"
"Wyoming",2018,12,"<10","NA","NA"
"Wyoming",2019,1,"<10","NA","NA"
"Wyoming",2019,2,"<10","NA","NA"
"Wyoming",2019,3,"10","NA","NA"
"Wyoming",2019,4,"<10","NA","NA"
"Wyoming",2019,5,"<10","NA","NA"
"Wyoming",2019,6,"<10","NA","NA"
"Wyoming",2019,7,"<10","NA","NA"
"Wyoming",2019,8,"<10","NA","NA"
"Wyoming",2019,9,"<10","NA","NA"
"Wyoming",2019,10,"<10","NA","NA"
"Wyoming",2019,11,"<10","NA","NA"
"Wyoming",2019,12,"11","NA","NA"
"Wyoming",2020,1,"13","<10","21"
"Wyoming",2020,2,"<10","<10","10"
"Wyoming",2020,3,"11","<10","17"
"Wyoming",2020,4,"<10","<10","<10"
"Wyoming",2020,5,"<10","<10","14"
"Wyoming",2020,6,"<10","<10","<10"
"Wyoming",2020,7,"11","<10","18"
"Wyoming",2020,8,"<10","<10","13"
"Wyoming",2020,9,"16","<10","25"
"Arkansas",2014,1,"30","NA","NA"
"Arkansas",2014,2,"26","NA","NA"
"Arkansas",2014,3,"31","NA","NA"
"Arkansas",2014,4,"41","NA","NA"
"Arkansas",2014,5,"25","NA","NA"
"Arkansas",2014,6,"27","NA","NA"
"Arkansas",2014,7,"26","NA","NA"
"Arkansas",2014,8,"23","NA","NA"
"Arkansas",2014,9,"34","NA","NA"
"Arkansas",2014,10,"27","NA","NA"
"Arkansas",2014,11,"35","NA","NA"
"Arkansas",2014,12,"31","NA","NA"
"Arkansas",2015,1,"38","NA","NA"
"Arkansas",2015,2,"28","NA","NA"
"Arkansas",2015,3,"50","NA","NA"
"Arkansas",2015,4,"29","NA","NA"
"Arkansas",2015,5,"39","NA","NA"
"Arkansas",2015,6,"36","NA","NA"
"Arkansas",2015,7,"27","NA","NA"
"Arkansas",2015,8,"30","NA","NA"
"Arkansas",2015,9,"34","NA","NA"
"Arkansas",2015,10,"30","NA","NA"
"Arkansas",2015,11,"28","NA","NA"
"Arkansas",2015,12,"23","NA","NA"
"Arkansas",2016,1,"38","NA","NA"
"Arkansas",2016,2,"30","NA","NA"
"Arkansas",2016,3,"35","NA","NA"
"Arkansas",2016,4,"38","NA","NA"
"Arkansas",2016,5,"39","NA","NA"
"Arkansas",2016,6,"26","NA","NA"
"Arkansas",2016,7,"40","NA","NA"
"Arkansas",2016,8,"31","NA","NA"
"Arkansas",2016,9,"30","NA","NA"
"Arkansas",2016,10,"23","NA","NA"
"Arkansas",2016,11,"41","NA","NA"
"Arkansas",2016,12,"30","NA","NA"
"Arkansas",2017,1,"36","NA","NA"
"Arkansas",2017,2,"30","NA","NA"
"Arkansas",2017,3,"38","NA","NA"
"Arkansas",2017,4,"41","NA","NA"
"Arkansas",2017,5,"38","NA","NA"
"Arkansas",2017,6,"38","NA","NA"
"Arkansas",2017,7,"39","NA","NA"
"Arkansas",2017,8,"46","NA","NA"
"Arkansas",2017,9,"37","NA","NA"
"Arkansas",2017,10,"22","NA","NA"
"Arkansas",2017,11,"37","NA","NA"
"Arkansas",2017,12,"44","NA","NA"
"Arkansas",2018,1,"36","NA","NA"
"Arkansas",2018,2,"20","NA","NA"
"Arkansas",2018,3,"45","NA","NA"
"Arkansas",2018,4,"31","NA","NA"
"Arkansas",2018,5,"57","NA","NA"
"Arkansas",2018,6,"44","NA","NA"
"Arkansas",2018,7,"44","NA","NA"
"Arkansas",2018,8,"48","NA","NA"
"Arkansas",2018,9,"28","NA","NA"
"Arkansas",2018,10,"30","NA","NA"
"Arkansas",2018,11,"31","NA","NA"
"Arkansas",2018,12,"30","NA","NA"
"Arkansas",2019,1,"44","NA","NA"
"Arkansas",2019,2,"31","NA","NA"
"Arkansas",2019,3,"31","NA","NA"
"Arkansas",2019,4,"31","NA","NA"
"Arkansas",2019,5,"34","NA","NA"
"Arkansas",2019,6,"28","NA","NA"
"Arkansas",2019,7,"34","NA","NA"
"Arkansas",2019,8,"28","NA","NA"
"Arkansas",2019,9,"29","NA","NA"
"Arkansas",2019,10,"36","NA","NA"
"Arkansas",2019,11,"30","NA","NA"
"Arkansas",2019,12,"32","NA","NA"
"Arkansas",2020,1,"49","42","56"
"Arkansas",2020,2,"34","29","39"
"Arkansas",2020,3,"47","41","53"
"Arkansas",2020,4,"49","42","56"
"Arkansas",2020,5,"47","41","53"
"Arkansas",2020,6,"45","39","51"
"Arkansas",2020,7,"61","53","69"
"Arkansas",2020,8,"50","43","57"
"Arkansas",2020,9,"40","34","46"
"Idaho",2014,1,"15","NA","NA"
"Idaho",2014,2,"20","NA","NA"
"Idaho",2014,3,"20","NA","NA"
"Idaho",2014,4,"16","NA","NA"
"Idaho",2014,5,"28","NA","NA"
"Idaho",2014,6,"15","NA","NA"
"Idaho",2014,7,"10","NA","NA"
"Idaho",2014,8,"23","NA","NA"
"Idaho",2014,9,"18","NA","NA"
"Idaho",2014,10,"16","NA","NA"
"Idaho",2014,11,"16","NA","NA"
"Idaho",2014,12,"15","NA","NA"
"Idaho",2015,1,"23","NA","NA"
"Idaho",2015,2,"17","NA","NA"
"Idaho",2015,3,"27","NA","NA"
"Idaho",2015,4,"20","NA","NA"
"Idaho",2015,5,"18","NA","NA"
"Idaho",2015,6,"20","NA","NA"
"Idaho",2015,7,"14","NA","NA"
"Idaho",2015,8,"18","NA","NA"
"Idaho",2015,9,"17","NA","NA"
"Idaho",2015,10,"16","NA","NA"
"Idaho",2015,11,"<10","NA","NA"
"Idaho",2015,12,"19","NA","NA"
"Idaho",2016,1,"24","NA","NA"
"Idaho",2016,2,"18","NA","NA"
"Idaho",2016,3,"27","NA","NA"
"Idaho",2016,4,"15","NA","NA"
"Idaho",2016,5,"20","NA","NA"
"Idaho",2016,6,"26","NA","NA"
"Idaho",2016,7,"17","NA","NA"
"Idaho",2016,8,"22","NA","NA"
"Idaho",2016,9,"14","NA","NA"
"Idaho",2016,10,"30","NA","NA"
"Idaho",2016,11,"16","NA","NA"
"Idaho",2016,12,"14","NA","NA"
"Idaho",2017,1,"21","NA","NA"
"Idaho",2017,2,"23","NA","NA"
"Idaho",2017,3,"23","NA","NA"
"Idaho",2017,4,"20","NA","NA"
"Idaho",2017,5,"28","NA","NA"
"Idaho",2017,6,"16","NA","NA"
"Idaho",2017,7,"17","NA","NA"
"Idaho",2017,8,"17","NA","NA"
"Idaho",2017,9,"21","NA","NA"
"Idaho",2017,10,"23","NA","NA"
"Idaho",2017,11,"12","NA","NA"
"Idaho",2017,12,"15","NA","NA"
"Idaho",2018,1,"15","NA","NA"
"Idaho",2018,2,"21","NA","NA"
"Idaho",2018,3,"24","NA","NA"
"Idaho",2018,4,"25","NA","NA"
"Idaho",2018,5,"23","NA","NA"
"Idaho",2018,6,"26","NA","NA"
"Idaho",2018,7,"28","NA","NA"
"Idaho",2018,8,"16","NA","NA"
"Idaho",2018,9,"19","NA","NA"
"Idaho",2018,10,"16","NA","NA"
"Idaho",2018,11,"15","NA","NA"
"Idaho",2018,12,"22","NA","NA"
"Idaho",2019,1,"20","NA","NA"
"Idaho",2019,2,"29","NA","NA"
"Idaho",2019,3,"28","NA","NA"
"Idaho",2019,4,"17","NA","NA"
"Idaho",2019,5,"19","NA","NA"
"Idaho",2019,6,"30","NA","NA"
"Idaho",2019,7,"12","NA","NA"
"Idaho",2019,8,"13","NA","NA"
"Idaho",2019,9,"21","NA","NA"
"Idaho",2019,10,"26","NA","NA"
"Idaho",2019,11,"26","NA","NA"
"Idaho",2019,12,"24","NA","NA"
"Idaho",2020,1,"19","16","22"
"Idaho",2020,2,"23","19","27"
"Idaho",2020,3,"20","17","23"
"Idaho",2020,4,"16","13","19"
"Idaho",2020,5,"29","24","34"
"Idaho",2020,6,"24","20","28"
"Idaho",2020,7,"30","25","35"
"Idaho",2020,8,"24","20","28"
"Idaho",2020,9,"24","20","28"
"Georgia",2014,1,"117","NA","NA"
"Georgia",2014,2,"94","NA","NA"
"Georgia",2014,3,"100","NA","NA"
"Georgia",2014,4,"97","NA","NA"
"Georgia",2014,5,"102","NA","NA"
"Georgia",2014,6,"92","NA","NA"
"Georgia",2014,7,"98","NA","NA"
"Georgia",2014,8,"103","NA","NA"
"Georgia",2014,9,"98","NA","NA"
"Georgia",2014,10,"89","NA","NA"
"Georgia",2014,11,"121","NA","NA"
"Georgia",2014,12,"95","NA","NA"
"Georgia",2015,1,"120","NA","NA"
"Georgia",2015,2,"122","NA","NA"
"Georgia",2015,3,"120","NA","NA"
"Georgia",2015,4,"101","NA","NA"
"Georgia",2015,5,"118","NA","NA"
"Georgia",2015,6,"112","NA","NA"
"Georgia",2015,7,"120","NA","NA"
"Georgia",2015,8,"98","NA","NA"
"Georgia",2015,9,"86","NA","NA"
"Georgia",2015,10,"114","NA","NA"
"Georgia",2015,11,"96","NA","NA"
"Georgia",2015,12,"95","NA","NA"
"Georgia",2016,1,"107","NA","NA"
"Georgia",2016,2,"102","NA","NA"
"Georgia",2016,3,"125","NA","NA"
"Georgia",2016,4,"117","NA","NA"
"Georgia",2016,5,"104","NA","NA"
"Georgia",2016,6,"124","NA","NA"
"Georgia",2016,7,"112","NA","NA"
"Georgia",2016,8,"109","NA","NA"
"Georgia",2016,9,"100","NA","NA"
"Georgia",2016,10,"123","NA","NA"
"Georgia",2016,11,"145","NA","NA"
"Georgia",2016,12,"126","NA","NA"
"Georgia",2017,1,"138","NA","NA"
"Georgia",2017,2,"123","NA","NA"
"Georgia",2017,3,"138","NA","NA"
"Georgia",2017,4,"155","NA","NA"
"Georgia",2017,5,"122","NA","NA"
"Georgia",2017,6,"130","NA","NA"
"Georgia",2017,7,"114","NA","NA"
"Georgia",2017,8,"110","NA","NA"
"Georgia",2017,9,"96","NA","NA"
"Georgia",2017,10,"149","NA","NA"
"Georgia",2017,11,"127","NA","NA"
"Georgia",2017,12,"135","NA","NA"
"Georgia",2018,1,"99","NA","NA"
"Georgia",2018,2,"100","NA","NA"
"Georgia",2018,3,"152","NA","NA"
"Georgia",2018,4,"116","NA","NA"
"Georgia",2018,5,"119","NA","NA"
"Georgia",2018,6,"126","NA","NA"
"Georgia",2018,7,"124","NA","NA"
"Georgia",2018,8,"115","NA","NA"
"Georgia",2018,9,"119","NA","NA"
"Georgia",2018,10,"107","NA","NA"
"Georgia",2018,11,"109","NA","NA"
"Georgia",2018,12,"118","NA","NA"
"Georgia",2019,1,"120","NA","NA"
"Georgia",2019,2,"105","NA","NA"
"Georgia",2019,3,"136","NA","NA"
"Georgia",2019,4,"126","NA","NA"
"Georgia",2019,5,"126","NA","NA"
"Georgia",2019,6,"109","NA","NA"
"Georgia",2019,7,"111","NA","NA"
"Georgia",2019,8,"136","NA","NA"
"Georgia",2019,9,"112","NA","NA"
"Georgia",2019,10,"102","NA","NA"
"Georgia",2019,11,"111","NA","NA"
"Georgia",2019,12,"114","NA","NA"
"Georgia",2020,1,"126","119","133"
"Georgia",2020,2,"148","140","156"
"Georgia",2020,3,"156","147","165"
"Georgia",2020,4,"189","178","200"
"Georgia",2020,5,"176","166","186"
"Georgia",2020,6,"173","163","183"
"Georgia",2020,7,"183","173","193"
"Georgia",2020,8,"164","155","173"
"Georgia",2020,9,"138","130","146"
"Hawaii",2014,1,"15","NA","NA"
"Hawaii",2014,2,"11","NA","NA"
"Hawaii",2014,3,"14","NA","NA"
"Hawaii",2014,4,"10","NA","NA"
"Hawaii",2014,5,"12","NA","NA"
"Hawaii",2014,6,"26","NA","NA"
"Hawaii",2014,7,"14","NA","NA"
"Hawaii",2014,8,"14","NA","NA"
"Hawaii",2014,9,"16","NA","NA"
"Hawaii",2014,10,"10","NA","NA"
"Hawaii",2014,11,"<10","NA","NA"
"Hawaii",2014,12,"<10","NA","NA"
"Hawaii",2015,1,"10","NA","NA"
"Hawaii",2015,2,"15","NA","NA"
"Hawaii",2015,3,"12","NA","NA"
"Hawaii",2015,4,"11","NA","NA"
"Hawaii",2015,5,"16","NA","NA"
"Hawaii",2015,6,"10","NA","NA"
"Hawaii",2015,7,"16","NA","NA"
"Hawaii",2015,8,"14","NA","NA"
